data_ref_corpus_2025,data_ref_pascoa_2026,data_ref_maio_2026,data_atual,dia_da_semana,antecedencia,rota_principal,sentido,tipo_assento,turno,buscas_corpus_2025,buscas_pascoa_2026,buscas_maio_2026,buscas_corpus_2026,pax_atual,capacidade_atual,vagas_restantes,ocupacao_atual,lf_corpus_2025,lf_pascoa_2026,lf_maio_2026,lf_atual,ratio_lf_corpus_2025,ratio_lf_pascoa_2026,ratio_lf_maio_2026,price_cc,tkm_corpus_2025,tkm_pascoa_2026,tkm_maio_2026,tkm_atual,mult_atual_aplicado,data_atualizacao,preco_cenario_atual,mult_flutuacao,preco_flutuacao,preco_maximo_feriado
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,IPA-VIX,VIX-IPA,semi leito,NOITE,305.0,243.0,228.0,176.0,25.0,80.0,55.0,0.3125,0.6631,0.348,0.3085,0.2724,0.4109,0.7829,0.8831,119.46363636363638,102.105,153.915,185.31,130.74,1.4620590837282805,,153.9,1.2069894202734368,185.76,296.34
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,JDF-SAO,JDF-SAO,semi leito,NOITE,791.0,518.0,566.0,495.0,62.0,104.0,42.0,0.5962,0.4554,0.5517,0.572,0.5242,1.151,0.9501,0.9164,189.03959999999998,191.38,197.85500000000002,190.82999999999998,156.77,1.5098711740041937,,184.9,1.25,231.13,226.35
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,JDF-SAO,SAO-JDF,semi leito,NOITE,737.0,490.0,390.0,388.0,65.0,120.0,55.0,0.5417,0.7174,0.6676,0.4862,0.5028,0.7008,0.7531,1.0341,211.36942857142853,191.38,197.85500000000002,190.82999999999998,220.08,1.821611855332163,,236.9,1.09,258.22,226.35
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,MCE-RIO,MCE-RIO,semi leito,NOITE,99.0,179.0,145.0,103.0,22.0,44.0,22.0,0.5,0.3574,0.0,0.3389,0.4529,1.2673,,1.3366,105.38714285714283,43.17,,40.15,35.81,1.0,,49.9,1.2069894202734375,60.23,86.43
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,MCE-RIO,RIO-MCE,semi leito,NOITE,87.0,133.0,105.0,72.0,41.0,45.0,4.0,0.9111,0.7859,0.0,0.0,0.7917,1.0073,,,,43.17,,40.15,42.68,1.2230282608695653,,61.9,1.4,86.66,86.43
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,MCE-SAO,MCE-SAO,semi leito,NOITE,360.0,220.0,231.0,281.0,35.0,44.0,9.0,0.7955,0.6247,0.6017,0.6223,0.7813,1.2507,1.2986,1.2555,248.80000000000004,142.495,199.365,212.39,127.73,1.224,2026-05-21 17:46:40.694733,163.9,1.74,285.19,284.28
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,MCE-SAO,SAO-MCE,semi leito,NOITE,181.0,230.0,239.0,172.0,38.0,44.0,6.0,0.8636,0.9215,0.5554,0.664,0.8263,0.8967,1.4878,1.2443,219.39833333333334,142.495,199.365,212.39,132.51,1.5072545614035102,,201.9,1.42,286.7,284.28
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,MCL-RIO,RIO-MCL,semi leito,NOITE,150.0,50.0,95.0,250.0,40.0,58.0,18.0,0.6897,0.3744,0.2601,0.347,0.4988,1.3325,1.9182,1.4377,,129.43,129.46,191.41,165.12,1.1619,2026-05-21 21:27:11.648087,210.9,1.5663164558041889,330.34,441.0
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,OLP-SAO,OLP-SAO,semi leito,NOITE,235.0,177.0,288.0,169.0,21.0,46.0,25.0,0.4565,0.5056,0.0,0.0,0.3914,0.7742,,,229.55,88.68,162.72,161.03,116.04,1.592151666666668,,176.9,1.3225,233.95,242.55
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,OLP-SAO,SAO-OLP,semi leito,NOITE,639.0,820.0,836.0,621.0,35.0,45.0,10.0,0.7778,0.9211,0.7128,0.7319,0.7332,0.7961,1.0287,1.0018,238.30000000000004,88.68,162.72,161.03,106.87,1.6032192307692308,,185.9,1.31,243.53,242.55
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,PAS-SAO,PAS-SAO,semi leito,NOITE,265.0,217.0,353.0,183.0,,,,0.0,0.5344,0.4354,0.4925,0.569,1.0648,1.3069,1.1554,230.2733333333333,130.14,149.03,181.37,,1.489576923076922,,147.9,1.717564595635672,254.03,273.24
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,PAS-SAO,SAO-PAS,semi leito,NOITE,166.0,298.0,225.0,144.0,20.0,46.0,26.0,0.4348,0.5667,0.4657,0.434,0.4102,0.7238,0.8809,0.9451,,130.14,149.03,181.37,177.3,1.992,,197.9,1.3599177900000001,269.13,273.24
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,PNV-SAO,SAO-PNV,semi leito,NOITE,200.0,68.0,72.0,84.0,28.0,45.0,17.0,0.6222,0.7411,0.3773,0.5537,0.5621,0.7585,1.4896,1.0152,345.8966666666667,170.29,259.33,241.76,223.33,1.565357932098768,,237.9,1.5893859576111544,378.11,421.8
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,QAK-SAO,QAK-SAO,semi leito,NOITE,123.0,131.0,134.0,179.0,36.0,60.0,24.0,0.6,0.5266,0.471,0.3712,0.4992,0.948,1.0599,1.345,413.99,143.09,221.84,210.8,187.12,1.7037,2026-05-18 19:06:28.273784,199.9,1.45,289.86,284.0
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,QAK-SAO,SAO-QAK,semi leito,NOITE,402.0,369.0,231.0,177.0,44.0,60.0,16.0,0.7333,0.6081,0.8796,0.4826,0.6235,1.0253,0.7089,1.292,368.24,143.09,221.84,210.8,212.85,1.7971,2026-05-11 18:59:14.190175,210.9,1.37,288.93,284.0
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,QDC-SAO,QDC-SAO,semi leito,NOITE,159.0,123.0,184.0,111.0,18.0,42.0,24.0,0.4286,0.3408,0.3625,0.4281,0.3262,0.9572,0.8999,0.762,292.99,135.82,192.54500000000002,183.09,153.12,1.2566,2026-05-14 13:17:41.253059,200.9,1.1548687499999999,232.01,256.0
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,QDC-SAO,SAO-QDC,semi leito,NOITE,180.0,175.0,129.0,89.0,23.0,45.0,22.0,0.5111,0.2979,0.5989,0.3369,0.4394,1.475,0.7336,1.3043,308.52000000000004,135.82,192.54500000000002,183.09,169.47,1.4513938095238073,,220.9,1.16,256.24,256.0
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RAO-RIO,RAO-RIO,semi leito,NOITE,2416.0,1125.0,2594.0,2254.0,78.0,106.0,28.0,0.7358,0.4873,0.4758,0.8979,0.7358,1.51,1.5466,0.8195,365.87,214.72,246.57,208.64999999999998,232.14,2.048,2026-05-28 12:54:44.069920,343.9,1.17,402.36,359.66
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RAO-RIO,RIO-RAO,semi leito,NOITE,551.0,365.0,421.0,415.0,36.0,53.0,17.0,0.6792,0.332,0.4767,0.5323,0.6016,1.812,1.262,1.1301,242.997,214.72,246.57,208.64999999999998,167.71,1.6420634920634902,,288.9,1.206975,348.7,359.66
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RAO-SAO,RAO-SAO,semi leito,NOITE,1575.0,1805.0,2366.0,1260.0,,,,0.0,0.5314,0.5394,0.5966,0.4456,0.8386,0.826,0.7469,153.7920833333333,98.57,108.66,113.935,,1.3101271966527206,,119.9,1.2430999999999999,149.05,148.52
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RAO-SAO,SAO-RAO,semi leito,NOITE,1174.0,1774.0,1692.0,1084.0,76.0,87.0,11.0,0.8736,0.4935,0.6433,0.6284,0.5282,1.0703,0.821,0.8405,159.05392857142851,98.57,108.66,113.935,110.43,1.5983810402684566,,130.9,1.138,148.96,148.52
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RIO-SAO,RIO-SAO,semi leito,NOITE,5155.0,3759.0,4758.0,3525.0,107.0,222.0,115.0,0.482,0.7408,0.6505,0.6115,0.4622,0.6239,0.7105,0.7558,136.5071428571431,153.52,167.715,184.34,137.14,1.525468421052634,,152.9,1.3106401943175294,200.4,264.6
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RIO-SAO,SAO-RIO,semi leito,NOITE,14295.0,10012.0,16942.0,10431.0,174.0,386.0,212.0,0.4508,0.6529,0.691,0.5724,0.5266,0.8066,0.7621,0.92,178.53503631961289,153.52,167.715,184.34,238.89,1.7097,2026-05-25 23:14:53.670421,170.9,1.5412500000000002,263.4,264.6
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RIO-STS,STS-RIO,semi leito,NOITE,1054.0,606.0,1094.0,650.0,64.0,97.0,33.0,0.6598,0.6189,0.6625,0.5197,0.6383,1.0312,0.9634,1.2282,299.99,123.07,224.22,242.86,202.13,1.5649,2026-05-18 12:54:34.890321,179.9,1.4145865676696876,254.48,353.09
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RIO-UDI,RIO-UDI,semi leito,NOITE,305.0,208.0,288.0,188.0,31.0,56.0,25.0,0.5536,0.6347,0.4278,0.4784,0.3693,0.5818,0.8632,0.7719,291.9971428571429,229.265,260.76,265.685,235.22,1.4555834705075443,,273.9,1.1548687499999999,316.32,549.45
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RIO-UDI,UDI-RIO,semi leito,NOITE,1461.0,560.0,1151.0,846.0,86.0,98.0,12.0,0.8776,0.5076,0.5924,0.6348,0.722,1.4224,1.2188,1.1375,395.63166666666666,229.265,260.76,265.685,309.3,1.7264,2026-05-26 21:25:07.387947,308.9,1.4758968920607272,455.9,549.45
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RIO-VIX,RIO-VIX,semi leito,NOITE,972.0,1051.0,1079.0,766.0,66.0,102.0,36.0,0.6471,0.5276,0.758,0.5153,0.6684,1.2669,0.8818,1.2972,150.5396428571428,134.12,167.17000000000002,185.455,147.52,1.3677,2026-05-14 13:17:41.253059,138.9,1.4136824402518933,196.36,334.53
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RIO-VIX,VIX-RIO,semi leito,NOITE,2805.0,1538.0,2758.0,1834.0,58.0,101.0,43.0,0.5743,0.7307,0.5544,0.4662,0.4964,0.6794,0.8955,1.0649,221.86540540540537,134.12,167.17000000000002,185.455,183.9,1.8768,2026-05-11 18:59:14.190175,198.9,1.1549999999999998,229.73,334.53
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-SJK,SAO-SJK,semi leito,NOITE,235.0,287.0,344.0,142.0,,,,0.0,0.1059,0.3416,0.563,0.2507,2.3667,0.7339,0.4453,51.340000000000046,32.58,45.36,40.9,,1.4856142857142849,,44.9,1.1,49.39,55.2
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-SJK,SJK-SAO,semi leito,NOITE,176.0,215.0,309.0,205.0,11.0,42.0,31.0,0.2619,0.4048,0.0611,0.2371,0.2544,0.6284,4.1635,1.073,43.87399999999999,32.58,45.36,40.9,30.54,1.612782106782107,,36.9,1.2,44.28,55.2
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-SJP,SAO-SJP,semi leito,NOITE,1454.0,1919.0,1225.0,1131.0,120.0,175.0,55.0,0.6857,0.741,0.687,0.6627,0.6565,0.886,0.9557,0.9907,172.11703703703697,118.35,157.41500000000002,144.72,155.82,1.8230654970760212,,180.9,0.98,177.28,177.6
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-SJP,SJP-SAO,semi leito,NOITE,1405.0,1437.0,1769.0,1216.0,99.0,186.0,87.0,0.5323,0.5191,0.5023,0.5689,0.5187,0.9993,1.0326,0.9117,177.95961538461535,118.35,157.41500000000002,144.72,146.91,1.4045,2026-05-14 13:17:41.253059,145.9,1.22,178.0,177.6
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-UDI,SAO-UDI,semi leito,NOITE,961.0,594.0,651.0,593.0,17.0,41.0,24.0,0.4146,0.7225,0.5295,0.6934,0.5129,0.7098,0.9686,0.7397,197.10771428571422,150.03,138.74,287.065,162.55,1.5013651085434216,,180.9,1.3115698396650606,237.26,301.0
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-UDI,UDI-SAO,semi leito,NOITE,1521.0,940.0,1522.0,1244.0,19.0,40.0,21.0,0.475,0.6659,0.3672,0.6197,0.5049,0.7582,1.3748,0.8147,171.27642857142845,150.03,138.74,287.065,153.27,1.5529,2026-05-18 19:06:28.273784,186.9,1.206975,225.58,301.0
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-VIX,SAO-VIX,leito,NOITE,675.0,499.0,489.0,571.0,25.0,43.0,18.0,0.5814,0.5734,0.3726,0.5354,0.508,0.8859,1.3634,0.9488,271.185,260.455,249.89,328.805,302.98,1.5305015151515147,,287.9,1.6201091640234375,466.43,704.45
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-VIX,VIX-SAO,leito,NOITE,996.0,523.0,854.0,1083.0,37.0,89.0,52.0,0.4157,0.6128,0.1603,0.4655,0.3349,0.5465,2.0886,0.7195,436.65,260.455,249.89,328.805,344.36,1.3643,2026-05-26 20:43:51.879307,295.9,1.510122471319186,446.85,704.45
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,BAT-SAO,BAT-SAO,semi leito,TARDE,408.0,369.0,346.0,392.0,30.0,45.0,15.0,0.6667,0.3685,0.3734,0.6935,0.519,1.4083,1.3898,0.7483,241.44999999999996,,128.68,115.9,85.47,1.2477664772727282,,162.9,1.4280455579006401,232.63,252.3
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,BHZ-DTI,BHZ-DTI,semi leito,TARDE,551.0,632.0,543.0,513.0,25.0,45.0,20.0,0.5556,0.2375,0.0,0.4497,0.4224,1.7786,,0.9393,177.6,60.73,116.08,,70.78,1.4342431761786607,,143.9,1.33,191.39,189.44
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,BHZ-IPA,BHZ-IPA,semi leito,TARDE,494.0,772.0,632.0,503.0,25.0,42.0,17.0,0.5952,0.4445,0.3211,0.2328,0.315,0.7088,0.9812,1.3531,133.35,59.96,101.94,104.825,93.74,1.488158132898492,,102.9,1.3092476733984375,134.72,154.7
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,BHZ-IPA,IPA-BHZ,semi leito,TARDE,433.0,414.0,588.0,423.0,26.0,42.0,16.0,0.619,0.4376,0.2649,0.3887,0.4174,0.9537,1.5755,1.0736,130.2775,59.96,101.94,104.825,82.02,1.284966893461664,,136.9,1.4818019414618486,202.86,154.7
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,BHZ-RIO,BHZ-RIO,semi leito,TARDE,12894.0,10720.0,15738.0,11830.0,23.0,45.0,22.0,0.5111,0.6568,0.3361,0.684,0.4665,0.7102,1.3878,0.6819,306.6566666666667,130.08,147.32999999999998,118.67,80.86,1.6089066744730682,,196.9,1.1500000000000112,226.44,305.52
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,BHZ-RIO,RIO-BHZ,semi leito,TARDE,2498.0,2008.0,2775.0,2073.0,,,,0.0,0.4284,0.2973,0.414,0.368,0.859,1.2377,0.8889,189.33800000000002,130.08,147.32999999999998,118.67,,1.3053064685314677,,138.9,1.1548687499999999,160.41,305.52
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,BHZ-SJK,SJK-BHZ,semi leito,TARDE,439.0,347.0,345.0,370.0,25.0,45.0,20.0,0.5556,0.5924,0.762,0.4811,0.4575,0.7724,0.6005,0.951,382.99,175.18,253.23,,211.34,1.6328544600938977,,181.9,1.309338174375,238.17,531.72
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,BRU-SAO,BRU-SAO,semi leito,TARDE,251.0,344.0,475.0,233.0,,,,0.0,0.0,0.1399,0.3843,0.2091,,1.4951,0.5442,165.03354838709683,,,82.04,,1.3692765415976091,,109.9,1.0,109.9,143.62
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,BRU-SAO,SAO-BRU,semi leito,TARDE,269.0,304.0,283.0,229.0,25.0,45.0,20.0,0.5556,0.2891,0.1583,0.5347,0.4793,1.6576,3.0276,0.8963,171.8480769230769,,,82.04,65.54,1.04635,,83.9,1.3106401943175294,109.96,143.62
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,CAB-JDF,CAB-JDF,semi leito,TARDE,91.0,265.0,462.0,130.0,8.0,89.0,81.0,0.0899,0.037,0.1996,0.3838,0.0637,1.7237,0.3193,0.1661,187.8,54.31,78.4,71.43,40.78,1.0,,75.9,0.949999968205104,72.1,154.16
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,CAB-RIO,CAB-RIO,semi leito,TARDE,160.0,162.0,236.0,148.0,5.0,45.0,40.0,0.1111,0.2898,0.4034,0.2696,0.1003,0.3459,0.2485,0.3718,82.90260869565216,25.33,37.54,42.76,40.9,1.0,,45.9,1.0,45.9,105.57
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,CGR-SAO,CGR-SAO,semi leito,TARDE,787.0,804.0,1477.0,1550.0,56.0,60.0,4.0,0.9333,0.4279,0.3743,0.5737,0.8491,1.9844,2.2683,1.48,378.5018181818181,201.13,200.565,230.03,173.56,1.198261465721042,,179.9,2.01,361.6,431.29
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,CGR-SAO,SAO-CGR,semi leito,TARDE,570.0,620.0,761.0,730.0,33.0,60.0,27.0,0.55,0.4011,0.2316,0.5368,0.5408,1.3482,2.3345,1.0075,330.449,201.13,200.565,230.03,152.11,1.7059051995798333,,230.9,1.518652619346285,350.66,431.29
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,CMP-SAO,CMP-SAO,semi leito,TARDE,470.0,561.0,766.0,430.0,43.0,230.0,187.0,0.187,0.2205,0.1102,0.2245,0.1384,0.6277,1.2558,0.6167,55.355999999999995,28.21,37.435,36.235,26.71,1.3031871428571447,,45.9,1.05,48.2,41.8
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,CMP-SAO,SAO-CMP,semi leito,TARDE,314.0,480.0,581.0,279.0,12.0,184.0,172.0,0.0652,0.1207,0.0912,0.1283,0.0521,0.4317,0.5712,0.4058,54.81576086956521,28.21,37.435,36.235,26.9,1.4144037974683523,,52.9,1.0,52.9,41.8
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,CMP-SJK,CMP-SJK,semi leito,TARDE,36.0,58.0,49.0,13.0,15.0,46.0,31.0,0.3261,0.4632,0.2044,0.3179,0.1864,0.4025,0.9122,0.5864,86.7,34.59,50.82,50.64,37.7,1.1645701357466076,,46.9,1.1025,51.71,83.0
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,CPC-FLN,CPC-FLN,leito,TARDE,667.0,1079.0,1197.0,644.0,43.0,43.0,0.0,1.0,0.513,0.3456,0.5092,0.7777,1.5158,2.2504,1.5273,,,314.9,305.1,176.11,1.0,,159.9,1.8834,301.16,332.17
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,CRG-SAO,CRG-SAO,semi leito,TARDE,171.0,233.0,361.0,181.0,16.0,42.0,26.0,0.381,0.2592,0.342,0.4695,0.2198,0.8478,0.6427,0.4682,98.5,,50.61,54.74,37.4,1.1652022526146426,,51.9,1.0,51.9,164.71
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,GVS-SAO,GVS-SAO,semi leito,TARDE,199.0,219.0,429.0,185.0,49.0,60.0,11.0,0.8167,0.5202,0.4228,0.4779,0.5792,1.1134,1.3699,1.2119,299.20714285714286,,159.33,228.79,144.0,1.4847262826878507,,213.9,1.5912862299891752,340.38,419.4
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,MCL-RIO,MCL-RIO,semi leito,TARDE,313.0,202.0,306.0,230.0,19.0,60.0,41.0,0.3167,0.5178,0.4046,0.2174,0.231,0.4461,0.571,1.0626,,198.05,213.7,199.38,255.64,1.562327347781219,,329.9,1.0,329.9,441.0
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,MCL-SAO,MCL-SAO,semi leito,TARDE,230.0,203.0,355.0,457.0,44.0,60.0,16.0,0.7333,0.6187,0.3967,0.5822,0.518,0.8373,1.3058,0.8897,333.8492857142858,175.83,195.75,197.24,217.42,1.6621,2026-05-21 21:27:11.648087,239.9,1.5500189208984374,371.85,413.6
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,MCL-SAO,SAO-MCL,semi leito,TARDE,374.0,215.0,255.0,277.0,41.0,64.0,23.0,0.6406,0.4747,0.2364,0.3669,0.3988,0.8402,1.6872,1.0871,279.52333333333337,175.83,195.75,197.24,183.66,1.5049,2026-05-21 21:27:11.648087,216.9,1.3106584796484375,284.28,413.6
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,PNV-SAO,PNV-SAO,semi leito,TARDE,54.0,31.0,51.0,55.0,19.0,45.0,26.0,0.4222,0.5196,0.3447,0.7767,0.364,0.7006,1.0562,0.4687,335.9,197.54,178.37,241.03,239.16,1.6306238425925885,,273.9,1.3106396793301214,358.98,421.8
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RAO-RIO,RAO-RIO,semi leito,TARDE,2416.0,1125.0,2594.0,2254.0,53.0,53.0,0.0,1.0,0.891,0.4758,1.0862,0.8985,1.0084,1.8884,0.8271,347.32,194.22,272.57,210.45,292.05,1.6998,2026-05-18 12:54:34.890321,254.9,1.41,359.41,359.66
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RAO-SAO,RAO-SAO,semi leito,TARDE,1575.0,1805.0,2366.0,1260.0,11.0,44.0,33.0,0.25,0.3422,0.4889,0.5261,0.3311,0.9676,0.6772,0.6294,154.12000000000003,69.965,106.62,106.44,100.63,1.6696,2026-05-14 13:17:41.253059,130.9,1.14,149.23,148.52
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RAO-SAO,SAO-RAO,semi leito,TARDE,1174.0,1774.0,1692.0,1084.0,36.0,53.0,17.0,0.6792,0.4298,0.2924,0.3459,0.337,0.7842,1.1526,0.9744,157.09650000000002,69.965,106.62,106.44,103.68,1.3512037383177524,,110.9,1.1548687499999999,128.07,148.52
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,RIO-SAO,SAO-RIO,semi leito,TARDE,14295.0,10012.0,16942.0,10431.0,18.0,56.0,38.0,0.3214,0.4418,0.6119,0.4589,0.4213,0.9537,0.6885,0.9182,163.3558139534882,118.46,,320.93,122.57,1.6625,2026-05-21 13:04:43.736372,141.9,1.4174999999999998,201.14,264.6
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-SJK,SAO-SJK,semi leito,TARDE,235.0,287.0,344.0,142.0,6.0,42.0,36.0,0.1429,0.1739,0.2538,0.3222,0.1369,0.7872,0.5393,0.4249,51.78571428571431,28.59,39.795,38.16,25.9,1.6787888888888907,,35.9,1.05,37.7,55.2
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-SJK,SJK-SAO,semi leito,TARDE,176.0,215.0,309.0,205.0,,,,0.0,0.1087,0.1299,0.1275,0.2362,2.173,1.8183,1.8525,44.94864864864869,28.59,39.795,38.16,,1.3919273242630386,,31.9,1.15,36.68,55.2
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-SJP,SJP-SAO,semi leito,TARDE,1405.0,1437.0,1769.0,1216.0,15.0,42.0,27.0,0.3571,0.1036,0.1732,0.5252,0.2736,2.641,1.5797,0.521,195.12549999999996,72.43,122.55,101.13,71.1,1.0233055555555555,,106.9,1.0,106.9,177.6
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-VIX,SAO-VIX,semi leito,TARDE,675.0,499.0,489.0,571.0,21.0,46.0,25.0,0.4565,0.3979,0.1984,0.3326,0.404,1.0154,2.0366,1.2149,272.41333333333336,151.445,176.9,178.89999999999998,222.33,1.2231,2026-05-22 13:23:13.912877,180.9,1.3104,237.05,704.45
2025-06-18,2026-04-02,2026-04-30,2026-06-03,4,6,SAO-VIX,VIX-SAO,leito,TARDE,996.0,523.0,854.0,1083.0,42.0,46.0,4.0,0.913,0.6325,0.3117,0.5254,0.7219,1.1413,2.3158,1.3738,385.46454545454543,151.445,176.9,178.89999999999998,304.71,1.5509,2026-05-26 20:43:51.879307,320.9,1.8075396677680586,580.04,704.45
2025-06-19,2026-04-03,2026-05-01,2026-06-04,5,7,CMP-SAO,CMP-SAO,semi leito,MADRUGADA,400.0,520.0,706.0,379.0,7.0,47.0,40.0,0.1489,0.1522,0.1857,0.3456,0.1219,0.8008,0.6563,0.3526,54.34959999999999,26.69333333333333,32.6,34.64,23.33,1.2489130434782607,,32.9,1.0,32.9,41.8
2025-06-19,2026-04-03,2026-05-01,2026-06-04,5,7,MCE-RIO,RIO-MCE,semi leito,MADRUGADA,106.0,179.0,123.0,109.0,40.0,44.0,4.0,0.9091,0.2476,0.6566,0.4548,0.7695,3.1074,1.1719,1.6921,,51.95,64.95,65.22,44.98,1.751628571428572,,87.9,0.99,87.02,86.43
2025-06-19,2026-04-03,2026-05-01,2026-06-04,5,7,RAO-SAO,RAO-SAO,semi leito,MADRUGADA,1439.0,1187.0,2066.0,1344.0,36.0,53.0,17.0,0.6792,0.3727,0.4502,0.7152,0.4716,1.2652,1.0475,0.6594,147.4772,,116.92,118.32,125.15,1.6495334092913838,,135.9,1.1,149.49,148.52
2025-06-19,2026-04-03,2026-05-01,2026-06-04,5,7,RAO-SAO,SAO-RAO,semi leito,MADRUGADA,1090.0,1032.0,1115.0,753.0,,,,0.0,0.2692,0.5105,0.4018,0.4018,1.4924,0.7871,1.0,161.55599999999998,,116.92,118.32,,1.8518861788617875,,144.9,1.03,149.25,148.52
2025-06-19,2026-04-03,2026-05-01,2026-06-04,5,7,RIO-SAO,RIO-SAO,semi leito,MADRUGADA,3632.0,2124.0,2532.0,2417.0,22.0,56.0,34.0,0.3929,0.3606,0.6153,0.1814,0.2121,0.5881,0.3447,1.1693,136.2246874999999,126.47333333333331,163.41000000000003,225.35,134.9,1.7511512413108246,,157.9,1.0,157.9,264.6
2025-06-19,2026-04-03,2026-05-01,2026-06-04,5,7,BAT-SAO,BAT-SAO,semi leito,MANHA,242.0,189.0,129.0,152.0,24.0,45.0,21.0,0.5333,0.3285,0.2412,0.4367,0.4505,1.3711,1.8673,1.0316,199.27499999999998,82.675,111.94,121.745,96.07,1.2231137474120084,,151.9,1.1,167.09,252.3
2025-06-19,2026-04-03,2026-05-01,2026-06-04,5,7,BAT-SAO,SAO-BAT,semi leito,MANHA,197.0,199.0,145.0,175.0,13.0,45.0,32.0,0.2889,0.188,0.0652,0.2738,0.2632,1.3996,4.0353,0.961,212.85,82.675,111.94,121.745,122.05,1.6403,2026-05-18 21:38:03.240909,191.9,1.1549999999999998,221.64,252.3
2025-06-19,2026-04-03,2026-05-01,2026-06-04,5,7,BHZ-DTI,BHZ-DTI,semi leito,MANHA,461.0,441.0,409.0,467.0,43.0,46.0,3.0,0.9348,0.3214,0.3634,0.5309,0.7958,2.4758,2.1898,1.499,177.87,59.82833333333334,,99.94,77.04,1.7564347328244305,,140.9,1.35,190.22,189.44
